0.0	0.0	
1.0E-5	0.0021482143	
2.0E-5	0.0042956457	
3.0E-5	0.006442295	
4.0E-5	0.008588162	
5.0E-5	0.010733247	
6.0E-5	0.01287755	
7.0E-5	0.015021072	
8.0E-5	0.017163811	
9.0E-5	0.019305771	
1.0E-4	0.021446949	
1.1E-4	0.023587346	
1.2E-4	0.025726963	
1.3E-4	0.0278658	
1.4E-4	0.030003855	
1.5E-4	0.03214113	
1.6E-4	0.03427763	
1.7E-4	0.036413345	
1.8E-4	0.038548283	
1.9E-4	0.040682442	
2.0E-4	0.042815823	
2.1E-4	0.04494842	
2.2E-4	0.047080245	
2.3E-4	0.04921129	
2.4E-4	0.051341556	
2.5E-4	0.053471044	
2.6E-4	0.055599753	
2.7E-4	0.057727687	
2.8E-4	0.059854843	
2.9E-4	0.061981224	
3.0E-4	0.06410682	
3.1E-4	0.06623165	
3.2E-4	0.0683557	
3.3E-4	0.070478976	
3.4E-4	0.07260147	
3.5E-4	0.07472319	
3.6E-4	0.07684413	
3.7E-4	0.07896431	
3.8E-4	0.0810837	
3.9E-4	0.083202325	
4.0E-4	0.08532017	
4.1E-4	0.087437235	
4.2E-4	0.089553535	
4.3E-4	0.09166905	
4.4E-4	0.0937838	
4.5E-4	0.09589778	
4.6E-4	0.09801098	
4.7E-4	0.100123405	
4.8E-4	0.102235064	
4.9E-4	0.10434595	
5.0E-4	0.106456056	
5.1E-4	0.10856539	
5.2E-4	0.11067396	
5.3E-4	0.11278175	
5.4E-4	0.114888765	
5.5E-4	0.116995014	
5.6E-4	0.119100496	
5.7E-4	0.121205196	
5.8E-4	0.123309135	
5.9E-4	0.1254123	
6.0E-4	0.12751469	
6.1E-4	0.12961632	
6.2E-4	0.13171718	
6.3E-4	0.13381726	
6.4E-4	0.13591656	
6.5E-4	0.1380151	
6.6E-4	0.14011288	
6.7E-4	0.14220989	
6.8E-4	0.14430612	
6.9E-4	0.14640158	
7.0E-4	0.14849629	
7.1E-4	0.15059021	
7.2E-4	0.15268338	
7.3E-4	0.15477577	
7.4E-4	0.1568674	
7.5E-4	0.15895826	
7.6E-4	0.16104835	
7.7E-4	0.16313767	
7.8E-4	0.16522624	
7.9E-4	0.16731402	
8.0E-4	0.16940105	
8.1E-4	0.1714873	
8.2E-4	0.1735728	
8.3E-4	0.17565753	
8.4E-4	0.17774148	
8.5E-4	0.17982468	
8.6E-4	0.1819071	
8.7E-4	0.18398876	
8.8E-4	0.18606967	
8.9E-4	0.18814981	
9.0E-4	0.19022918	
9.1E-4	0.19230779	
9.2E-4	0.19438562	
9.3E-4	0.19646269	
9.4E-4	0.19853902	
9.5E-4	0.20061456	
9.6E-4	0.20268935	
9.7E-4	0.20476337	
9.8E-4	0.20683664	
9.9E-4	0.20890914	
0.001	0.21098088	
0.00101	0.21305184	
0.00102	0.21512206	
0.00103	0.2171915	
0.00104	0.2192602	
0.00105	0.22132812	
0.00106	0.22339529	
0.00107	0.22546169	
0.00108	0.22752734	
0.00109	0.22959222	
0.0011	0.23165634	
0.00111	0.2337197	
0.00112	0.23578231	
0.00113	0.23784415	
0.00114	0.23990524	
0.00115	0.24196556	
0.00116	0.24402513	
0.00117	0.24608393	
0.00118	0.24814197	
0.00119	0.25019926	
0.0012	0.2522558	
0.00121	0.25431156	
0.00122	0.25636658	
0.00123	0.25842085	
0.00124	0.26047435	
0.00125	0.26252708	
0.00126	0.26457906	
0.00127	0.2666303	
0.00128	0.26868075	
0.00129	0.27073047	
0.0013	0.27277943	
0.00131	0.27482763	
0.00132	0.27687508	
0.00133	0.27892178	
0.00134	0.2809677	
0.00135	0.2830129	
0.00136	0.2850573	
0.00137	0.28710097	
0.00138	0.2891439	
0.00139	0.29118606	
0.0014	0.29322746	
0.00141	0.29526812	
0.00142	0.297308	
0.00143	0.29934716	
0.00144	0.30138555	
0.00145	0.30342317	
0.00146	0.30546007	
0.00147	0.3074962	
0.00148	0.30953157	
0.00149	0.3115662	
0.0015	0.31360006	
0.00151	0.31563318	
0.00152	0.31766555	
0.00153	0.31969717	
0.00154	0.32172805	
0.00155	0.32375816	
0.00156	0.3257875	
0.00157	0.32781613	
0.00158	0.329844	
0.00159	0.3318711	
0.0016	0.33389747	
0.00161	0.33592308	
0.00162	0.33794793	
0.00163	0.33997205	
0.00164	0.34199542	
0.00165	0.344018	
0.00166	0.3460399	
0.00167	0.348061	
0.00168	0.35008135	
0.00169	0.35210097	
0.0017	0.35411984	
0.00171	0.35613796	
0.00172	0.35815534	
0.00173	0.36017197	
0.00174	0.36218786	
0.00175	0.36420298	
0.00176	0.36621737	
0.00177	0.368231	
0.00178	0.37024388	
0.00179	0.37225604	
0.0018	0.37426743	
0.00181	0.37627807	
0.00182	0.378288	
0.00183	0.38029715	
0.00184	0.38230556	
0.00185	0.38431323	
0.00186	0.38632014	
0.00187	0.38832632	
0.00188	0.39033177	
0.00189	0.39233646	
0.0019	0.3943404	
0.00191	0.3963436	
0.00192	0.39834607	
0.00193	0.40034777	
0.00194	0.40234873	
0.00195	0.40434897	
0.00196	0.40634847	
0.00197	0.4083472	
0.00198	0.4103452	
0.00199	0.41234246	
0.002	0.41433895	
0.00201	0.41633472	
0.00202	0.41832975	
0.00203	0.42032406	
0.00204	0.4223176	
0.00205	0.4243104	
0.00206	0.42630246	
0.00207	0.4282938	
0.00208	0.43028438	
